Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
1/1/2012,2:35:19,23.5,91.8,12,4.2,SOUTHERN TRIPURA,TRIPURA
1/1/2012,5:27:55,31.5,138.1,360,6.7,IZU ISLANDS,JAPAN
1/1/2012,18:09:07,4.7,96.5,44,5.1,NORTHERN SUMATRA,INDONESIA
1/3/2012,17:32:28,7.8,92.2,26,4.4,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
1/4/2012,16:31:24,33.7,75,10,4,JAMMU & KASHMIR,JAMMU & KASHMIR
1/9/2012,4:07:17,-10.6,165.1,35,6.6,SANTA CRUZ ISLANDS,SANTA CRUZ ISLANDS
1/10/2012,18:36:57,2.5,93.2,10,7.3,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
1/11/2012,22:23:19,25.3,94.7,10,4,MANIPUR (INDIA) MYANMAR BORDER REGION,MANIPUR
1/13/2012,4:34:14,2.3,93,31,5,OFF THE WEST  COAST OF NORTHERN SUMATRA,INDONESIA
1/13/2012,22:49:58,36,70.4,87,5,HINDU KUSH REGION,AFGHANISTAN
1/15/2012,13:40:20,-60.7,-55.4,36,6.5,SOUTH SHETLAND ISLANDS,ANTARTICA
1/16/2012,5:01:00,29.7,78.9,10,3.6,PAURI (GARHWAL) UTTARAKHAND,UTTARAKHAND
1/18/2012,14:12:52,27.3,88.5,5,3.4,SIKKIM,SIKKIM
1/19/2012,6:48:51,-45.7,165.5,36,6.1,OFF WEST COAST OF SOUTH ISLAND,NEW ZEALAND
1/20/2012,21:28:42,9.7,92.5,10,4.3,NICOBAR  ISLANDS  REGION,ANDAMAN & NICOBAR ISLANDS
1/21/2012,18:47:14,15,-93,56,6.3,OFFSHORE CHIAPAS,MEXICO
1/24/2012,0:52:06,-24.8,178.5,582,6.2,SOUTH OF THE FIJI ISLANDS,FIJI ISLANDS
1/27/2012,9:54:34,3.3,93.2,10,5.1,OFF WEST  COAST OF NORTHERN SUMATRA,INDONESIA
1/28/2012,14:47:23,2.2,96.9,66,5.2,NORTHERN  SUMATRA,INDONESIA
1/28/2012,17:42:51,-29.3,-177.4,10,6,KERMADEC ISLANDS,NEW ZEALAND
1/28/2012,23:24:52,28.8,76.7,10,3.5,ROHTAK-SONIPAT DISTT BORDER REGION,HARYANA
1/29/2012,21:37:05,28.8,76.8,10,3.2,ROHTAK-SONIPAT DISTT  BORDER REGION,HARYANA
1/30/2012,5:11:01,-14.1,-75.5,45,6.4,NEAR THE COAST OF CENTRAL PERU,PERU
1/30/2012,13:20:36,-2.7,97.1,15,5.1,NORTHERN SUMATRA,INDONESIA
1/30/2012,22:58:02,7.9,94,10,4.3,OFF EAST COAST OF NICOBAR ISLAN,ANDAMAN & NICOBAR ISLANDS
3/1/2012,17:52:40,13.1,92.5,10,5,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/2/2012,12:41:35,7.5,94,5,4.8,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/3/2012,12:19:57,-22.1,170,26,6.6,SOUTH EAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
3/5/2012,6:55:32,4.2,97.2,10,5.1,NORTHERN SUMATRA ,INDONESIA
3/5/2012,7:41:04,28.7,76.6,16,5,HARYANA - DELHI BORDER REGION,HARYANA
3/5/2012,7:46:08,-28.3,-63.3,540,6,SANTIAGO DEL ESTERO,ARGENTINA
3/6/2012,2:52:42,8.9,93.9,10,5.4,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/6/2012,2:59:33,8.7,93.8,47,4.9,NICOBAR ISLANDS REGIONS,ANDAMAN & NICOBAR ISLANDS
3/7/2012,13:18:19,32.1,78.1,20,3.8,SPITI,HIMACHAL PRADESH
3/8/2012,22:50:03,39.3,81.5,10,5.9,SOUTHERN XINJIANG,CHINA
3/9/2012,7:09:52,-18.9,169.7,40,6.9,VANUATU,VANUATU
3/10/2012,18:06:33,8.8,94,18,4.5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/10/2012,20:58:04,9.2,94.3,10,4.6,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/12/2012,6:06:44,36.8,73.4,33,5.8,INDIA (J&K) -PAKISTAN BORDER,JAMMU & KASHMIR
3/12/2012,22:07:20,28.9,77.3,5,3.5,BAGHPAT,UTTAR PRADESH
3/14/2012,08:36.0,41.1,145,14,6.9,OFF THE EAST COAST OF HONSHU,JAPAN
3/14/2012,49:23.0,40.9,144.8,15,6,OFF THE EAST COAST OF HONSHU,JAPAN
3/14/2012,05:05.0,35.7,140.8,14,6,NEAR THE EAST COAST OF HONSHU ,JAPAN
3/14/2012,21:13:13,-5.6,151,70,6.4,NEW BRITAIN REGION,PAPUA NEW GUINEA
3/15/2012,14:56:00,10.8,93.9,20,4.8,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
3/20/2012,10:18:48,9.5,93.3,10,4.8,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
3/20/2012,17:56:19,-3.8,140.3,64,6.2,PAPAUA,INDONESIA
3/20/2012,18:02:52,16.8,-98.2,55,7.6,GUERRERO,MEXICO
3/21/2012,22:15:09,-6.2,146,110,6.5,NEW GUINEA ,PAPUA NEW GUINEA
3/25/2012,22:37:07,-35.2,-71.8,36,7,MAULE,CHILE
3/27/2012,4:49:27,11.2,78.6,10,3.6,TIRUCHCHIRAPPALLI,TAMIL NADU
3/27/2012,11:00:47,40,142.1,36,6,NEAR EAST COAST OF HONSHU,JAPAN
3/27/2012,23:40:08,26.1,87.8,12,4.9,INDIA - NEPAL BORDER REGION,NEPAL
3/30/2012,22:02:12,4.7,95.1,64,5.1,NORTHERN SUMATRA,INDONESIA
3/31/2012,4:16:54,36.5,71.3,218,5.2,HINDUKUSH REGION,AFGHANISTAN
4/1/2012,14:04:25,37.2,141,50,6,EASTERN HONSHU,JAPAN
4/2/2012,17:36:46,16.5,-98.3,33,6,OAXACA,MEXICO
4/11/2012,8:38:35,2.3,93,10,8.5,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
4/11/2012,9:28:01,2.4,91.9,5,6.1,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
4/11/2012,10:43:11,0.8,92.4,18,8.1,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
4/11/2012,22:55:12,18.3,-102.7,30,6.9,MICHOACAN,MEXICO
4/12/2012,7:15:48,29.2,-112.6,100,6.5,GULF OF CALIFORNIA,CALIFORNIA
4/14/2012,3:23:04,23.5,71,7,4,RANN OF KACHCHH,GUJARAT
4/14/2012,5:27:40,17.4,73.8,10,4.9,SATARA DIST.,MAHARASHTRA
4/14/2012,6:17:31,17,73.5,10,4,NEAR RATNAGIRI,MAHARASHTRA
4/14/2012,10:56:19,-57.5,-65.6,20,6.1,DRAKE PASSAGE,SOUTH ATLANTIC OCEAN
4/15/2012,5:57:38,2.5,90.2,16,6.3,OFF WEST COAST OF NORTHERN SUMATARA,INDONESIA
4/17/2012,9:20:13,-32.3,-71.6,10,6.4,VALPARAISO,CHILE
4/17/2012,7:13:51,-5.5,147.1,206,6.9,EASTERN NEW GUINEA REG.,PAPUA NEW GUINEA
4/17/2012,19:03:56,-59.1,-16.5,10,6.2,EAST OF SOUTH SANDWICH ISLANDS,SOUTH ATLANTIC OCEAN
4/20/2012,23:14:34,2.2,93.4,33,6.1,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
4/21/2012,1:16:52,-1.7,134.2,15,6.7,NEAR THE NORTH COAST OF PAPUA,INDONESIA
4/24/2012,14:57:10,9,94.1,10,5.5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
4/24/2012,19:14:41,9.1,93.9,10,5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
4/25/2012,7:42:23,8.9,94.1,10,5.8,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
4/25/2012,7:53:26,9.1,94,10,5.1,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
4/26/2012,19:21:47,2.8,94.6,33,5.5,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
4/28/2012,10:08:02,-18.7,-174.6,80,6.7,TONGA ISLANDS,TONGA ISLANDS
4/30/2012,8:00:10,1.8,89.7,10,5.6,NORTH INDIAN OCEAN,INDIAN OCEAN
4/30/2012,13:06:59,14.5,93.2,10,5.3,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
5/1/2012,22:43:12,26.2,92.2,13,3.8,MARIGAON,ASSAM
5/2/2012,9:57:32,8.9,93.8,15,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
5/2/2012,23:12:14,28.2,76.3,5,3.5,DISTT MAHENDRAGARH,HARYANA
5/3/2012,01:18.0,10.5,93.2,10,5.1,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
5/3/2012,4:59:35,8.9,93.8,33,4.8,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
5/3/2012,6:42:35,36.3,70.7,115,5.1,HINDU KUSH REGION AFGHANISTAN,HINDU KUSH
5/4/2012,20:09:26,27.5,95.1,15,4.4,DISTT. DIBRUGARH,ASSAM
5/6/2012,5:42:59,32.4,76.3,5,3.6,DISTT CHAMBA,HIMACHAL PRADESH
5/9/2012,18:05:58,34.3,74.5,8,3.4,JAMMU AND KASHMIR,JAMMU & KASHMIR
5/10/2012,22:00:40,30.2,79.4,5,3.9,DISTT CHAMOLI,UTTARAKHAND
5/11/2012,12:41:28,26.6,93,20,5.4,ASSAM,ASSAM
5/12/2012,23:28:41,38.5,70,10,6,AFGHANISTAN-TAJIKISTAN.BORDER.REGION,AFGHANISTAN
5/14/2012,10:00:28,-17.6,-69.8,10,6.3,TRAPACA.CHILE,CHILE
5/17/2012,13:39:19,28.9,76.7,27,3.5,DISTT.ROHTAK,HARYANA
5/19/2012,8:35:08,-25.8,-70.6,10,6,ANTOFAGSTA,CHILE
5/20/2012,2:03:52,44.8,11.2,10,6,NORTHERN ITALY,ITALY
5/20/2012,7:19:54,39.7,143.3,10,6.2,OFF THE EAST COAST OF HONSHU,JAPAN
5/22/2012,12:19:49,25.2,94.4,63,4,INDIA(MANIPUR)--MYANMAR BORDER REGION,MANIPUR
5/24/2012,19:39:28,14.5,93.2,33,5,OFF NORTH COAST OF NORTH  ANDAMAN  ISLANDS,ANDAMAN & NICOBAR ISLANDS
5/27/2012,15:01:28,26.7,91.6,18,4.5,KAMRUP,ASSAM
5/28/2012,5:07:22,-28.2,-63.3,580,6.4,SANTIAGO DEL ESTERO,ARGENTINA
5/30/2012,1:54:28,27.4,88,10,4,SIKKIM-NEPAL  BORDER REGION,SIKKIM
5/30/2012,13:23:03,8.4,91.8,25,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
6/1/2012,19:11:33,29,95.5,33,4,INDIA (ARUNACHAL PRADESH)-XIZANG BORDER REGION,ARUNACHAL PRADESH
6/1/2012,23:39:34,30.4,79.2,10,3.7,DISTT. CHAMOLI,UTTARAKHAND
6/3/2012,23:19:04,35.3,80.4,10,3.1,KASHMIR,JAMMU & KASHMIR
6/4/2012,0:45:15,5.2,-82.7,10,6.4,PANAMA,PANAMA
6/4/2012,3:15:24,5.4,-82.5,10,6,PANAMA,PANAMA
6/5/2012,11:01:20,5.6,94.7,51,5.5,NORTHERN SUMATRA INDONESIA,INDONESIA
6/9/2012,8:14:41,20.1,82.9,5,3.9,KALAHANDI,ODISHA
6/11/2012,4:35:56,27.2,88.3,5,3.8,SIKKIM-NEPAL BORDER REGION,SIKKIM
6/11/2012,5:02:10,36.7,69.9,20,5.4,HINDUKUSH REGION,AFGHANISTAN
6/11/2012,5:29:11,36.1,69.3,33,5.7,HINDUKUSH REGION,AFGHANISTAN
6/12/2012,1:09:43,22.2,78.8,10,3.4,CHHINDWARA,MADHYA PRADESH
6/13/2012,3:16:03,28.7,76.6,10,2.8,ROHTAK,HARYANA
6/13/2012,11:20:39,25.9,92.7,28,3.4,KARBI ANGLONG,ASSAM
6/16/2012,5:38:31,26.3,92.8,33,3.8,NAGAON,ASSAM
6/17/2012,20:32:22,38.9,141.9,55,6.2,NEAR THE EAST  COAST OF HONSHU,JAPAN
6/19/2012,14:00:08,28.7,76.6,5,3.8,DISTT. JHAJJAR,HARYANA
6/19/2012,20:14:02,23.6,70.4,10,5.1,KACHCHH,GUJARAT
6/20/2012,8:46:25,11.1,76,5,3.4,MALAPPURAM,KERALA
6/22/2012,2:44:42,29,77.1,7,3.5,SONIPAT,HARYANA
6/22/2012,4:38:47,29,77,15,3.4,SONIPAT,HARYANA
6/23/2012,4:34:54,3,97.9,103,6,NORTHERN SUMATRA,INDONESIA
6/24/2012,3:15:00,57.6,163.3,10,6.2,NEAR EAST COAST OF KAMCHATAKA,RUSSIA
6/24/2012,7:59:34,27.8,100.8,10,5.6,SICHUAN,CHINA
6/29/2012,5:29:59,24.2,91.9,15,3.7,INDIA (TRIPURA) - BANGLADESH BORDER REGION,TRIPURA
6/29/2012,21:07:35,43.4,84.7,10,6.3,NORTHERN XINJIANG,CHINA
6/30/2012,19:43:22,28.7,96.2,10,4.8,INDIA( ARUNACHAL PRADESH )-XIZANG BORDER REGION,ARUNACHAL PRADESH
7/1/2012,4:13:52,25.7,94.6,50,5.8,PHEK,NAGALAND
7/2/2012,10:07:12,28.6,76.3,7,3.3,BHIWANI,HARYANA
7/3/2012,10:36:16,-40,173.7,240,6.2,COOK STRAIT,NEW ZEALAND
7/5/2012,9:29:33,25.7,94.2,20,3.1,NAGALAND,NAGALAND
7/6/2012,2:28:23,-14.6,167.2,170,6.3,VANUATU,VANUATU
7/9/2012,20:13:08,25.5,96.3,10,5.2,MYANMAR,MYANMAR
7/10/2012,13:03:41,26.5,93.2,56,4.5,KARBI ANGLONG,ASSAM
7/10/2012,15:53:57,25.7,91.7,5,3.5,WEST KHASI HILLS,MEGHALAYA
7/11/2012,17:23:26,29.5,81.3,10,4.4,WESTERN NEPAL,NEPAL
7/12/2012,14:00:32,36.5,70.9,170,6.3,HINDUKUSH REGION ,AFGHANISTAN
7/12/2012,14:44:53,36.5,71.1,126,5.1,HINDUKUSH REGION ,AFGHANISTAN
7/14/2012,19:55:18,25.5,94.2,35,5.5,KOHIMA,NAGALAND
7/19/2012,7:36:34,37.3,71.4,92,5.6,AFGHANISTAN-TAJIKISTAN BORDER REGION,AFGHANISTAN
7/20/2012,6:10:26,49.5,156,25,6.1,KURIL ISLANDS,PACIFIC OCEAN
7/20/2012,6:33:00,49.4,156.2,36,6.2,KURIL ISLANDS,PACIFIC OCEAN
7/22/2012,2:11:10,25.1,96.3,10,5.2,MYANMAR,MYANMAR
7/25/2012,0:27:48,2.7,96.1,45,6.4,NORTHERN SUMATRA,INDONESIA
7/25/2012,11:20:31,-9.6,159.7,15,6.5,SOLOMON ISLANDS,SOLOMON ISLANDS
7/26/2012,1:06:31,38.3,74,125,5.5,TAJIKISTAN,TAJIKISTAN
7/26/2012,5:31:36,33.2,76.3,5,3.8,J&K ---HIMACHAL BORDER REGION,JAMMU & KASHMIR
7/26/2012,5:33:36,-17.6,66.2,26,6.5,MAURITIUS-REUNION REGION,MAURITIUS
7/28/2012,5:48:06,29.7,80.7,10,4.5,NEPAL -INDIA (UTTRAKHAND)_BORDER REGION,UTTARAKHAND
7/28/2012,20:03:58,-4.6,153,40,6.5,NEW IRELAND REGION,PAPUA NEW GUINEA
7/29/2012,2:21:12,23,94.2,70,6,MYANMAR,MYANMAR
8/2/2012,9:38:32,-8.4,-74.3,156,6,CENTRAL  PERU,PERU
8/2/2012,9:56:44,-4.7,153.1,56,6.1,NEW IRELAND REGION,PAPUA NEW GUINEA
8/5/2012,6:36:49,24.8,91.8,19,4.3,INDIA - BANGLADESH BORDER REGION,BANGLADESH
8/6/2012,18:29:45,32.8,76.4,10,3.2,LAHUL & SPITI,HIMACHAL PRADESH
8/9/2012,4:08:51,26.2,93.6,26,3.1,KARBI ANGLONG,ASSAM
8/9/2012,13:12:05,28.4,86.7,10,4.8,TIBET,TIBET
8/10/2012,4:41:46,1.9,97.1,10,5.3,NORTHERN SUMATRA,INDONESIA
8/10/2012,18:37:44,52.8,-167.5,30,6.2,FOX ISLANDS ,ALEUTIAN ISLANDS
8/11/2012,12:23:17,38.4,46.7,10,6.2,NORTHWESTERN IRAN,IRAN
8/11/2012,12:34:35,38.4,46.5,10,6.4,NORTHWESTERN IRAN,IRAN
8/12/2012,10:47:08,35.8,82.6,10,6.2,XIZANG,CHINA
8/13/2012,20:32:59,34.8,73.7,30,5.2,INDIA (J&K)-PAKISTAN BORDER REGION,JAMMU & KASHMIR
8/14/2012,2:59:37,49.8,145.2,570,7.2,SEA OF OKHOTSK,PACIFIC OCEAN
8/14/2012,15:17:01,26.4,93.1,42,3.2,KARBI ANGLONG,ASSAM
8/18/2012,9:41:53,-1.3,120,10,6.2,SULAWESI,INDONESIA
8/19/2012,1:57:05,5.1,94.8,30,5.1,NORTHERN SUMATRA,INDONESIA
8/19/2012,9:24:49,26.7,92.5,35,5,TEZPUR,ASSAM
8/19/2012,19:04:56,26.7,92.6,40,4,SONITPUR,ASSAM
8/19/2012,22:41:49,-4.8,144.6,70,6.2,PAPUA NEW GUINEA,PAPUA NEW GUINEA
8/20/2012,11:18:28,3.4,92.9,21,5.2,OFF WEST  COAST OF NORTHERN SUMATRA,INDONESIA
8/23/2012,16:30:19,28.4,82.7,10,5,NEPAL,NEPAL
8/26/2012,15:05:33,2.2,126.8,76,6.5,MOLUCCA SEA,PACIFIC OCEAN
8/27/2012,4:37:20,12.3,-88.5,50,7.2,OFF SHORE  EL  SALVADORE,EL SALVADOR
8/27/2012,9:01:24,2.5,99,155,5.3,NORTHERN SUMATRA,INDONESIA
8/27/2012,12:05:23,10.3,92.8,48,5,OFF EAST COAST OF LITTLE ANDAMAN,ANDAMAN & NICOBAR ISLANDS
8/28/2012,15:51:06,4.5,93,10,5.6,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
8/30/2012,13:43:29,71.3,-10.8,25,6.6,JAN MAYEN ISLAND REGION,ARCTIC OCEAN
8/31/2012,3:43:36,20.8,85,20,3.7,DISTT ANUGUL,ODISHA
8/31/2012,12:47:32,10.9,126.8,35,7.7,PHILIPPINE ISLANDS REGION,PHILLIPPINES
9/3/2012,18:23:05,-10.8,113.9,10,6.4,SOUTH OF JAVA,INDONESIA
9/4/2012,7:42:35,26.3,92.5,20,3.1,DISTT. MARIGAON,ASSAM
9/5/2012,13:09:12,-12.5,166.3,36,6,SANTA CRUZ ISLANDS,SANTA CRUZ ISLANDS
9/5/2012,14:42:10,10,-85.5,33,7.6,COSTA RICA,COSTA RICA
9/6/2012,18:27:09,25.7,91.1,10,4.2,WEST KHASI HILLS,MEGHALAYA
9/8/2012,7:18:16,6.6,95.5,230,5,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
9/8/2012,10:51:44,-3.2,135,20,6,PAPUA,INDONESIA
9/10/2012,6:19:22,13.6,92.7,45,5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/10/2012,14:35:45,10.7,93.8,40,5.2,ANDAMAN  SEA,ANDAMAN & NICOBAR ISLANDS
9/10/2012,15:43:07,17.4,73.5,10,3.2,KOYNA REGION,MAHARASHTRA
9/10/2012,18:52:17,10.7,93.7,35,4.5,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
9/11/2012,11:09:50,23.9,94,10,4,INDIA(MANIPUR)-MYANMAR BORDER REGION,MANIPUR
9/11/2012,18:09:48,24.6,93.7,33,3.7,MANIPUR,MANIPUR
9/12/2012,19:29:54,36.7,71.4,175,5.2,HINDU KUSH REGION,AFGHANISTAN
9/14/2012,4:51:50,-3.1,100.8,42,6.2,SOUTHERN SUMATRA,INDONESIA
9/16/2012,19:29:06,28.9,77.4,24,3.4,BAGHPAT,UTTAR PRADESH
9/18/2012,12:26:21,27.4,88.5,10,4.1,SIKKIM,SIKKIM
9/18/2012,23:12:52,26.4,93.3,45,3.5,KARBI ANGLONG (DIPHU),ASSAM
9/20/2012,20:47:44,0,99,40,5.3,NORTHERN SUMATRA,INDONESIA
9/21/2012,14:20:42,26.2,95.2,96,4.1,MYANMAR-INDIA ( NAGALAND) BORDER REGION,NAGALAND
9/25/2012,8:33:02,36.5,69.2,54,5.3,HINDU KUSH REGION,AFGHANISTAN
9/25/2012,23:45:29,24.9,-110,55,6.3,GULF OF CALIFORNIA,CALIFORNIA
9/26/2012,23:39:57,51.6,-178.2,30,6.8,ALEUTIAN ISLANDS,ALASKA
9/27/2012,23:53:55,-8.8,157.1,36,6,SOLOMON ISLANDS,SOLOMON ISLANDS
9/29/2012,11:24:29,6.2,92.8,15,5.5,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/30/2012,16:31:32,2,-76.3,130,7.3,COLOMBIA,COLOMBIA
10/1/2012,22:21:48,39.8,143.1,34,6.2,OFF EAST COAST OF HONSHU,JAPAN
